symboling,normalized-losses,make,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,horsepower-binned,diesel,gas,Reviews,Sentiment
0,122,peugot,std,four,wagon,rwd,front,114.2,0.955790485,0.95,58.7,3230,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,12440,12.36842105,Low,0,1,"In the year 2020 when even a small hatch back costs around 2 Million and car with basic features and bad build quality costs 4 Million... Honda Accord 2006 is best option for those who want best comfort in a limited budget The car is a Midsized Sedan which makes it stronger and more stable on long Journeys, the styling for a 2006 is contemporary and in a Pakistani Market it still has the road presence of a Luxury Vehicle People say it has a bad fuel economy, but never forget the fact that you cannot have Luxury and Economy in one package there is always a give away. Fuel wise 8 to 9kmpl on a 2400 cc car is amazing. Parts wise it takes Honda Civic Air and Oil Filter, Body parts are available from Dubai as this car was very common there. Last but not least, if you get a Honda Accord in Good Condition it is a no brainer as its the benchmark of reliability and comfort in budget. More ",Positive
0,122,peugot,turbo,four,wagon,rwd,front,114.2,0.955790485,0.95,58.7,3430,l,four,152,idi,3.7,3.52,21,95,4150,25,25,13860,9.4,Low,1,0,"I bought Suzuki Cultus zero meter in 2014 and till today I have driven it almost 83000 km. I have taken this car to Naran, Murree, Azad Kashmir (Neelum Valley) many times with 5 persons and luggage on board. This car provided excellent performance on hilly areas with full 5 persons on board along with luggage. Last month I travelled to Karachi by road with 4 persons in car and with continuos driving on motoray we reached karachi in 15 hours. That was also excellent experience. Despite of completing 82000 KM in odo, its performance was extra ordinary and it was going on 130km/hr easily on motorway but little struggling to reach 140km/hr speed. The features I am missing in this car is power windows, power steering, ABS breaks and central locking. Till now now I have changed rear suspensions of the car and all is genuine. i would recommend this car for small family. good and city and highway driving. More ",Positive
0,161,peugot,std,four,sedan,rwd,front,107.9,0.897164825,0.95,56.7,3075,l,four,120,mpfi,3.46,2.19,8.4,95,5000,19,24,15580,12.36842105,Low,0,1,Exterior is pearl white color  Interior consists of leather stitched glove box and wodden textured center console with aftermarket multimedia from japan.  fuel economy is 18 km/h in city but havent tested it in highway.  Has heated seats front passenger and driver with heated steering wheel.  Recently bought it from first owner and drives very well and is very well maintained as well. ,Neutral
0,161,peugot,turbo,four,sedan,rwd,front,107.9,0.897164825,0.95,56.7,3252,l,four,152,idi,3.7,3.52,21,95,4150,28,33,16900,8.392857143,Low,1,0,Exterior is at its best interior is awesome and comfort cannot pe compared Performance No comparision speed wow Handling is at its beast Only the true car lover can handle this beast Honda Civic is a faimly car and in adddition this car is also a performance car Honda civic cruise is the best It has a smooth and amazing start,Positive
0,122,peugot,std,four,wagon,rwd,front,114.2,0.955790485,0.95,56.7,3285,l,four,120,mpfi,3.46,2.19,8.4,95,5000,19,24,16695,12.36842105,Low,0,1,"I own Toyota Corolla altis 1.6. This Model of corolla has so much excellent features like abs brakes, alloy wheels, side skirts, android led, steering multimedia control, Imported tyres. Only the feature that I miss in my car is retractable mirror option. Otherwise This corolla altis automatic 1.6 is value for money.",Neutral
0,122,peugot,turbo,four,wagon,rwd,front,114.2,0.955790485,0.95,58.7,3485,l,four,152,idi,3.7,3.52,21,95,4150,25,25,17075,9.4,Low,1,0,"Classy exterior with a strong build quality. It has a good lengthy sports look. It's bumpers are not that good as they couldn't retain paint on them (Genuine bumpers are grey). Good spacious dashboard with time on it. Full spacious panel attached with dashboard. Very comforting seats. A lot of leg and head space. Best for height ed persons. Door panels are not that good. Drive of this car is the best in Pakistan. It's suspension is just like some off-road jeep. It is very powerful too. Comfort level is on top when you're driving a Daewoo. I would like to say that don't go for Mehran, Khyber, Margallah If you've a budget around 3-4 lac. Just go for a daewoo and you'll love it. Parts are easily available in Islamabad, Rawalpindi. Otherwise parts can be found in almost every city of Pakistan. More ",Positive
0,161,peugot,std,four,sedan,rwd,front,107.9,0.897164825,0.95,56.7,3075,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,16630,12.36842105,Low,0,1,Suzuki should improve Body Quality. Interior is nice with two tone colur and Full of features. Fuel Mileage is very exellent as compare to other cars. Handling is too good and smooth. I think Alto is best as compare to other 660cc cars and people should buy alto rather than other 660cc cars.,Positive
0,161,peugot,turbo,four,sedan,rwd,front,107.9,0.897164825,0.95,56.7,3252,l,four,152,idi,3.7,3.52,21,95,4150,28,33,17950,8.392857143,Low,1,0,"Exterior looks dashy and appealing. Alloy rims, side skirts and imported tyres add great value to the look of car. In this price, foglights and DRLs should have been pre-fitted. Plus smart entry is missing as well as push start button. Traction control is a basic thing that is missinh uptil now. Overall interior is spacious and comfortable. Engine power is optimal. Meter is really beautiful with steering controls. Back seat armrest plus two cupholders is a great plus. Colour contrast is appealing and eye-catchy! overall, an excellent car with compromises!!  More ",Neutral
0,161,peugot,turbo,four,sedan,rwd,front,108,0.897164825,0.948611111,56,3130,l,four,134,mpfi,3.61,3.21,7,142,5600,18,24,18150,13.05555556,Medium,0,1,"Exterior is much better than prev generation. Interior is also much beautiful comes with two-tone beautiful plastic dasboard, beautiful place for multimedia screen. Seats are also bit comfortable. This car have suspicious trunk, one can easily fit 3 master size bags. When we come to feul average I am much surprised in winters without ac it gives almost 15-16km/l in city, In summer with ac it gives 13.5-14.5 with ac. On highway it gives arround 17-18km/l. I usually drive with lighter foot. Ground clearance is good but when 4 people are sitting it's ain't enough. I've used it with 17'tyres it gave feul average arround 12-13 so i changed to 14' back. Overall in this price bracket (13-15lacs) there comes nothing. Vehicles like faw v2, bravo, pearl, alto don't have enough options for you like central locking, trunk space, better market value, abs, fog lights etc. So I'm happy with my purchase.  More ",Positive
1,119,plymouth,std,two,hatchback,fwd,front,93.7,0.755886593,0.886111111,50.8,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,37,41,5572,6.351351351,Low,0,1,one of the best old cars used in pakistan. a good mileage car having hard body beautiful interior . it have 1200 cc 1.2 OHV engine .its a 4 door sedan car.the car i am having is karachi registered.this car have drum brakes and parking lamps also ,Neutral
1,119,plymouth,turbo,two,hatchback,fwd,front,93.7,0.755886593,0.886111111,50.8,2128,ohc,four,98,spdi,3.03,3.39,7.6,102,5500,24,30,7957,9.791666667,Medium,0,1,i have wagon r vxl 2017 model everything else is ok but iam not getting good fuel average it's 13 on long with a/c at the constant speed of 80 and 2.5 rpm and just 47000 droven i have recently replaced genuine air filter but not getting good response,Positive
1,154,plymouth,std,four,hatchback,fwd,front,93.7,0.755886593,0.886111111,50.6,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6229,7.580645161,Low,0,1,"Best car for people who have good height. the exterior of the car is really beautiful and the interior is also very good but at the back seat it has less space for sitting, cultus 1st generation was having more space for seating. my car has been driven for 70,000 km and the fuel economy is really good and engine is giving really good performance and a.c is also working good. ",Positive
1,154,plymouth,std,four,sedan,fwd,front,93.7,0.803940413,0.886111111,50.8,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6692,7.580645161,Low,0,1,"The exterior of car is basic and is one of the most well recieved shape of corolla . In terms of interior it comes up with optitron meter and one airbag in steering its driven 470,000 km on its own engine and gear and have recieved 2 times appreciation from toyota indus motor pakistan . Driving it from last 10 years and more to go . Fuel average is good if maintained properly 10-11 in city and 14 on highway at 120km/h it have some known faults of breaking engine mounts after every 15-25k kms some area of ac vents get uneven with time and some unknown faults are faulty maf sensor . Its maf is manually adjusted most of the people gets horrible economy out of it due to this . Auto choke sensor gets faulty after some time . Suspension and engine power is optimal . After market headunit and back cam installed along with some good speakers rest nothing is changed till now .  More ",Positive
1,154,plymouth,std,four,sedan,fwd,front,93.7,0.803940413,0.886111111,50.8,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68,5500,31,38,7609,7.580645161,Low,0,1,"The new Sporty Toyota Auris Hatchback. looks are modern and design esthetics are sleek. 16"" Alloys, better ground clearance.  1.8 litter hybrid engine ( 2ZR ) same as prius 1.8 . excellent fuel economy in urban and highway driving. Auris have record selling numbers in Japan in 2019 . in EU and Australia this car is also a success.  Pak currency devaluation though effected the price factor of Auris as it crosses 3.5 million to 4 million bracket (depending upon specs and condition)  bucket seats are more comfortable as compared to local rival Grande or Altis. collision control radar is added security feature. road grip is excellent.  half leather seats are both comfortable and practical for hot weather. xenon headlamps and LED taillamps are top in its league. DRL in headlamps. keyless entry .  Overall, luxurious like a JDM and being a Toyota parts and service availability is like a local car. a perfect blend of modern looks and reliable performance asToyota always promises.  More ",Neutral
-1,74,plymouth,std,four,wagon,fwd,front,103.3,0.839019702,0.897222222,59.8,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,24,30,8921,9.791666667,Low,0,1,"Its a long drive vehicle I preferred to go with cultus because the price of WagonR is also very high and feels not good on local roads, gives noise while passing through any small breaker. I totally rated this vehicle 7/10 and cultus 9/10. Fuel average is 14.5 with ac in local and motorway 17+ Ac is very good like big cars Ac on motorway its pick is good ",Positive
3,122,plymouth,turbo,two,hatchback,rwd,front,95.9,0.832292167,0.920833333,50.2,2818,ohc,four,156,spdi,3.59,3.86,7,145,5000,19,24,12764,12.36842105,Medium,0,1,"My Mehran gives me about 13 - 15 kilometres per litre. It is a fun car to drive, especially for boys. One can take this car to any part of Pakistan. Engine performance is very good but poor exterior and interior build quality. Exterior is too cheap. Suzuki Mehran came with multiple factory faults like engine and gear oil leakage, and low life suspension. Genuine parts of the car including checkups that is provided by the Pak Suzuki are too expensive, considering one of the cheapest available car. The car could have been a lot better. ",Neutral
3,186,porsche,std,two,hatchback,rwd,front,94.5,0.811629025,0.948611111,50.2,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143,5500,19,27,22018,12.36842105,Medium,0,1,"This 11th gen Crown is in two tone colour with 1JZ straight inline 6 cylinders engine with arpund 200 bhp standing on 16'' alloy rims. There is use of chrome all around the car including front grill, door handles, window panels and tail lights etc. Interiror is luxury having comfortable all electric fabric seats, cruise control, driving modes for different terrains, 4 spoke steering wheel, in dash screen to control functions like A/C (dual) and audio controls. It has a really soft suspenaion and a treat to drive both in city and on long routes. It gives an average of 5-6 km/l with in city and around 10 km/l on long routes. My car is unique because I have not made any alterations in it, its all original. Looking forward for an owner review. More ",Positive
3,122,porsche,std,two,hardtop,rwd,rear,89.5,0.811629025,0.902777778,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,25,32528,13.82352941,High,0,1,"excellent design, sporty look, ground efficient, excellent pick, trunk space is also very good, fuel average in city is 10 km/l and 14km/l on long, retractable mirror, power window (driver and passenger with auto), excellent sound system, Android head unit, built in navigation system, multimedia steering, cruise control, abs brakes with vsa, two airbags at front driver and passenger, electronic handbrake, economy mode is also available to make it more fuel efficient, brake hold, digital climate control, Bluetooth connectivity, aux, radio, DVD player, USB connectivity is also available, charging slot, alloy rims, 1.8L engine with around 140 hp at 6500 RPM, head unit works very good without any lage, extra comfortable console with two cup holders and decent storage capacity, suspension is excellent, comes with daylight, fog lamps, adjustable brightness of all interior lights, sun roof, cvt automatic transmission, electric power steering, four wheel disk brakes. More ",Positive
3,122,porsche,std,two,hardtop,rwd,rear,89.5,0.811629025,0.902777778,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,25,34028,13.82352941,High,0,1,THIS CAR IS GOOD STARTING 1000 KMS ME MUSHKIL HAI AFTER PLUG CHANGING AVERAGE IS GOOD 12 TO 13 KM/L IN CITY WITH AC.AC PERFORMANCE IS SATISFACTORY VERY GOOD CAR PARTS ARE AVAILABLE AT DEALERSHIP BUT NOT ON 3S DEALERS PARTS SHOULD BE AVAILABLE IN LOCAL MARKET DEALERZ THUMPS UP FOR THE FOR BRAVO SAY NO TO MEHRAN...,Positive
3,122,porsche,std,two,convertible,rwd,rear,89.5,0.811629025,0.902777778,51.6,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,25,37028,13.82352941,High,0,1,18.5km/l with AC on short and 22km/l on long The best car you can get on the market with this price range Parts are cheap and ground clearance is excellent The sound is the best when you start up the car   More ,Neutral
0,122,renault,std,four,wagon,fwd,front,96.1,0.872176838,0.923611111,55.2,2579,ohc,four,132,mpfi,3.46,3.9,8.7,104.2561576,5125.369458,23,31,9295,10.2173913,Medium,0,1,Gaadi achi ha lakin price zyada ha quality k hisaab se mera pas pahla 16 model thi or ab 19.Better than Xli.Soft drive than corolla.Feul average is outclass.bs air bags ki kami feel hoti ha jo k is price range me at least 2 airbags hona chahiya tha. gaadi ki market b outclasses ha smjo k check ha ya,Positive
2,122,renault,std,two,hatchback,fwd,front,96.1,0.849591543,0.925,50.5,2460,ohc,four,132,mpfi,3.46,3.9,8.7,104.2561576,5125.369458,23,31,9895,10.2173913,Medium,0,1,"Its my first ever car in my life  Exterior is bad looking, even the old Alto looks beautiful than this new Alto  Interior is average, other people who have used other Suzuki cars say that this new Alto's interior and plastic quality is far better than other Suzuki products  AC performance is BEST, very cool  In this price range, one should buy a used Toyota or Honda car instead of this car  ",Positive
3,150,saab,std,two,hatchback,fwd,front,99.1,0.896684286,0.923611111,56.1,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110,5250,21,28,11850,11.19047619,Medium,0,1,I am using 2016 model city which is the best model currently fuel average is 16 km/l on high way with ac all time on seats are comfortable sleak design plus if u use 195 radial tyres it will give u extra grip on road lack of things such as no security feature this car is vulnerable to car jacking plus no safety features other than seat belts design need some modification otherwise best ride ,Neutral
2,104,saab,std,four,sedan,fwd,front,99.1,0.896684286,0.923611111,56.1,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,21,28,12170,11.19047619,Medium,0,1,"Exterior interior is cool, best in pakistan hatchbacks, pick is awesome, fuel economy poor, steering not so good as compare to city, suspension good but hard as compare to gli, headlights ac perfect, auto gear mirror quality fine, leg room beter in hatch backs, value for money in paki hatchbacks, however btr to buy honda city",Negative
3,150,saab,std,two,hatchback,fwd,front,99.1,0.896684286,0.923611111,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250,21,28,15040,11.19047619,Medium,0,1,"Excellent fuel mileage, comfortable. chill ac. auto manual both transmission is good option for northern areas. good for a small family, but Suzuki should must bring down the prices of hatchback cars & make these cars accessible to middle class community of Pakistan",Negative
2,104,saab,std,four,sedan,fwd,front,99.1,0.896684286,0.923611111,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,21,28,15510,11.19047619,Medium,0,1,city milage issue giving me nearly 12 to 13 km/L in with ac seating is good no issue with seatting ground clearnce is good 5 people can fit in easly 6 people can also manage enigine is small but the body is big so some time distrubs when overtaking a car  ,Neutral
3,150,saab,turbo,two,hatchback,fwd,front,99.1,0.896684286,0.923611111,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9,160,5500,19,26,18150,12.36842105,High,0,1,"My name is Ibrahim Rashid and I am a student pursuing a bachelors degree from LUMS. I have owned Honda civic X since the last 2.5 years. I have driven this car around 45000 kms and have personally maintained this car which includes oil changes, tyre replacements and navigation and steering rack issues. I have experienced this car first hand in all aspects and would love to share it all with the Pakwheels community in an owner`s review. In the last 6 months I have used this car for my daily drive of around 100 kms.  There are many satisfied users of this car just like me. Yes it has some issues but in terms if styling and performance it is a great car. It is very affordable to maintain and I have all the information regarding maintenance costs and my experience of replacing steering rack and navigation in warranty. I have seen many reviews of this car but they fail to represent a complete picture, as a well informed user I would love to do an owners review with Pakwheels.  More ",Negative
2,104,saab,turbo,four,sedan,fwd,front,99.1,0.896684286,0.923611111,56.1,2847,dohc,four,121,mpfi,3.54,3.07,9,160,5500,19,26,18620,12.36842105,High,0,1,Exterior: It's a cute car it looks good better than many cars that are being sold in Pakistan  Interior: Interior wise it is also good but as time passes it looks bit old  Build Quality: is awesome I mean really If you are comparing it with mehran or alto .. don't because it's superior in quality  Reliability: I'm 2nd owner since 2011 and haven't had any major issue with the car if car is taken care of it will take care for you. Be aware of mechanics they don't understand this car very well and they can destroy your car and you will then say that car is bad. One time I had a spark plug issue and mechanic was saying whole engine will be re built and etc then I went to another one who was already expert in this model of car and he instantly fixed the issue within 5 minutes so be aware of that.  Value for Money: This is a really comfortable car compared to it's league giving fuel average of 11-13 with AC in city and 17-18 with AC on long. Parts are hard to find but available. More ,Negative
2,83,subaru,std,two,hatchback,fwd,front,93.7,0.75396444,0.880555556,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9,69,4900,31,36,5118,7.580645161,Low,0,1,"Reliability, i know people will criticize on this but I've 180,000kms on my car and have been driving it for 3 years now. There were some known faults like the battery issue. But the Honda centre dealership made sure to get the car in perfect condition. The fuel average is spectacular for a 1800cc (13-13.5 in city 14-15.5 on long). I'd definitely recommend to buy this car as it is value to money and way better than its competitors in the market. ",Negative
2,83,subaru,std,two,hatchback,fwd,front,93.7,0.758769822,0.883333333,53.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,26,31,7053,9.038461538,Low,0,1,"An excellent ride with almost all trendy and desired features within the same variant without extra charges. Highly recommended for German SuV lovers who need not only exciting ride but also comfort , efficiency and amazing road grip . The very special feature about Q2 is that it’s extremely spacious and comfortable despite of its compact size. ",Neutral
2,83,subaru,std,two,hatchback,4wd,front,93.3,0.755886593,0.886111111,55.7,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,26,31,7603,9.038461538,Low,0,1,i have santro plus 2001 model. 100% car in original condition. like paint or interior 100% original. car is totally company fitted.. fuel average is amazing like 13 in city and long drive is 18 average... great car. i want to show my car so people know about this car.,Positive
0,102,subaru,std,four,sedan,fwd,front,97.2,0.826525709,0.908333333,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800,32,37,7126,7.34375,Low,0,1,"As good as a big car like any sedan, Ac Performance is good specialy in hot wether there is no heating or loading on engine. Front Lights are very gud. Dashboard and door inners are made from good plastic quality and give good shine aftr using polish. On highway little bit engine sound issue otherwise silent on speed under 80km / h. If we compare it with mehran than there is no match of both cars. Alto is best for small faimly and enough trunk space after removing CNG cylender.",Positive
0,102,subaru,std,four,sedan,fwd,front,97.2,0.826525709,0.908333333,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400,28,33,7775,8.392857143,Low,0,1,What a intelligent car such a like little corolla great pick and best car Fuel economy is good1000cc best category car this is good car for long trip and and very interesting thing this is Japanese car you can put at for your family very very very good car,Neutral
0,102,subaru,std,four,sedan,fwd,front,97.2,0.826525709,0.908333333,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,9,94,5200,26,32,9960,9.038461538,Low,0,1,"I'm glad I got this car. It's a great vehicle for families. The build is awesome, rivals even the best Japanese counterparts. Interestingly this turbo has no issue with fuel quality unlike few big name lifafa brands :) I've also found that most of the buyers of this car are very highly educated. ",Positive
0,102,subaru,std,four,sedan,4wd,front,97,0.826525709,0.908333333,54.3,2385,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,24,25,9233,9.791666667,Low,0,1,"HONDA JADE is a beautiful MPV for family use and travellig.The lights are beautiful and as well as the exterior cut given to this car are very bold and stylish.My car is self imported 2015 model 2019 registered and pearl white colour.Its full option with several sensors and fog lisghts.It have multimedia steering,Adaptive Cruise control,lane assist.Its 6 seater and good legspace available.Its 1500cc earth dream engine.Side mirror camera is available and many more options.Its top of the line variant and driving pleasure is great .Suspension is good but low ground clearance. More ",Positive
0,102,subaru,turbo,four,sedan,4wd,front,97,0.826525709,0.908333333,54.3,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,24,29,11259,9.791666667,Medium,0,1,Good car but speed is not very high It loose the race with civic and and style and suspension is excellent of grende the imported tyres are also installed in it the company has to improve the speed and the dashboard design the car is loaded with features,Positive
0,89,subaru,std,four,wagon,fwd,front,97,0.833733782,0.908333333,53,2290,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,28,32,7463,8.392857143,Low,0,1,"it is a 660cc turbo charged car with sporty look and sporty suspension including alot of features in such an affordable price, it is called one of the fastest 660cc car, it includes auto climate control, traction control, brake assist, eco idling stop, auto windshield wipers, auto headlights, auto adjustment in headlights, push start button and heated seats also.",Positive
0,89,subaru,std,four,wagon,fwd,front,97,0.833733782,0.908333333,53,2455,ohcf,four,108,mpfi,3.62,2.64,9,94,5200,25,31,10198,9.4,Low,0,1,Liana 2006 model RXi (CNG). no airbags Power stearing and windows Within city 11-12 Long 13-14 1.3 engine Good car with respect to price .Yeah there are some known faults in it and it's not as good as Toyota to maintain but the comfort is almost the same,Neutral
0,85,subaru,std,four,wagon,4wd,front,96.9,0.83421432,0.908333333,54.9,2420,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,23,29,8013,10.2173913,Low,0,1,"Exterior wise car is good and interior is also compared to other cars is good. in small budget good car for those who has a lot of laguage problems as Nissan AD van has a lot of trunk space. AC chilled, maintainanc wise every thing is available but little bit costly as the spare part imported from Japan and as per Dollar fluctuation spared also get high or low . fuel average is not good, the leg space for the passenger seat is not good anyhow justified. overall car is good. I purchased it in before one year but facing a engine missing problem and in Islamabad no one good mechanic found till date for solution of the problem. I think all the Nissan lovers have to make a plate form for general discussion of whatsapp regarding maintainance and other problems facing by nissan owners  any how car is good  More ",Positive
0,85,subaru,turbo,four,wagon,4wd,front,96.9,0.83421432,0.908333333,54.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,23,23,11694,10.2173913,Medium,0,1,"I was looking for 7 seater but with budgets 3-4 million. I booked it for 3.75 million. It is beautifully designed, attractive and have good size. It has 4 airbags and NCap tested. From inside it is full of options. Built quality from inside and outside is superb. It compete with any European cars and seems better than local assembled Japanese cars. It has EXCELLENT leg room and head room for all 3 rows. Airconditioner is good and went is for all 3 rows. Engine is 1.5 Turbo. I drive it up to 190 km/h speed and give u mileage of 14.5 l/I if u drive at 100km/h speed on motorway. It is true 7 seater vehicle and best in value of money. Body is solid. I am really happy for the decision I made. More ",Positive
1,87,toyota,std,two,hatchback,fwd,front,95.7,0.762614128,0.883333333,54.5,1985,ohc,four,92,2bbl,3.05,3.03,9,62,4800,35,39,5348,6.714285714,Low,0,1,"just front is good back and roof style is very bad roof curve is bad interior is best and luxury price of this car is very high as compared to Audi A3 &A4 car will have awesome and fantastic looks if its roof style should be similar to honda civic ,bmw m4 ,m5,m8,audi a8,or aston marton DB11,",Positive
1,87,toyota,std,two,hatchback,fwd,front,95.7,0.762614128,0.883333333,54.5,2040,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,38,6338,7.580645161,Low,0,1,2018 CR-V 2.0 with Turbo cvt excellent choice to buy I am very much satisfied with performance of the car. If possible please do an owners review of the same car of the Pakistani version.looking forward seeing a review on it.i am a satisfied owner of Honda CRV and thinking of buying it in Pakistan aswell.And will definitely keep pak wheels in my mind while I plan to buy one I am totally in love with the car and its specs.its interior and exterior both are well worth every penny although in Pakistan the price is quite high of the same model I 'll keep an eye on the same model if I can manage to get one under ten million in Pakistan. More ,Positive
1,74,toyota,std,four,hatchback,fwd,front,95.7,0.762614128,0.883333333,54.5,2015,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,38,6488,7.580645161,Low,0,1,white colour interior(all are in manual transmission) fuel(10/11) ride qualilty (preety good and confortable drive and road grip is also good ) corolla xli i think it is batter car from wegon r or swift in my consuit if we brough that car we wast our money in that ,Positive
0,77,toyota,std,four,wagon,fwd,front,95.7,0.81547333,0.883333333,59.1,2280,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,37,6918,7.580645161,Low,0,1,"Kept this Car for 3 years( 2017_2020 ) Its a Good Car to buy for family use or For Boys due to its exterior shape and If we compare it with Grande it way Better had to face only 1 issue that was Battery nothing else i had Faced drove the car In village areas Norhtern areas and it Has a very decent Ground clerance its Nit too Much Low , Coming 6o economy i have achieved 10-13 jn city which Majorly depends On your feet and your Lubricants Usage anr On Long upto 18km/L 19 Depends On your Feet . Cominng to maintence had donr all maintemce from 3s its Normal nur to much expensive compared to its competitor Grande , Coming top Comfort its way comfortable but the Only drawback is Its leather seats are too hard which become soft After Usage and one also Have option for fabric ..Navigation was Good specialy Camera Vision at Night....about performnace its sluggish a little which could be of the reason that CVT / weight/ or center of gravity of the car  More ",Positive
0,81,toyota,std,four,wagon,4wd,front,95.7,0.81547333,0.883333333,59.1,2290,ohc,four,92,2bbl,3.05,3.03,9,62,4800,27,32,7898,8.703703704,Low,0,1,"Wonderful performance, comfortable, low fuel consumption, nice interior, more cabin height , enough cabin space for luggage, powerful air conditioner, bombastic sound system, awesome exterior,reliable brake system, more ground clearance,bigger fuel tank.",Positive
0,91,toyota,std,four,wagon,4wd,front,95.7,0.81547333,0.883333333,59.1,3110,ohc,four,92,2bbl,3.05,3.03,9,62,4800,27,32,8778,8.703703704,Low,0,1,Comfortable A little sluggish due to bigger body Great Family car Interior is ok Ac is very good for a 1000cc car Seats are soft and good Suspension is a little stiff Not Very good ground clearance But comfortable due to bigger tires and low ride height,Positive
0,91,toyota,std,four,sedan,fwd,front,95.7,0.799135031,0.894444444,53,2081,ohc,four,98,2bbl,3.19,3.03,9,70,4800,30,37,6938,7.833333333,Low,0,1,"I owned A3 since last two years and it is my first German Sedan. Keep in mind for quality and speciality you have to pay some price. Great car in performance, style with attention. For new car there is no maintance for first two years as only oil change that too after 6 months. For performance it easily travel above 200 without any feel of high speed or stability. I am not talking about just touching but cont travelling on that speed. Yes parts are expensive and replacement of parts like battery, tyres and other Maint above 40,000 km will be more but as I said earlier one have to pay extra for something different in your envmt. It is small entry level car like city or yasir, small family. Keeping in view our Pakistan envmt it ideal to be used as 2nd or 3rd car. For use as first car you have to keep in mind your envmt and parking space. Fuel eco is good. Ideal for driving on motorway, big cities and long routes.  More ",Positive
0,91,toyota,std,four,hatchback,fwd,front,95.7,0.799135031,0.894444444,52.8,2109,ohc,four,98,2bbl,3.19,3.03,9,70,4800,30,37,7198,7.833333333,Low,0,1,"cheap paint quality,ac is decent,throw is good,cool car,shape wise 9/10 ,paint wise 6/10,power 8.5/10.no enough features__________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________At the end its a good decent and fuel effecient carn.THANKKS!",Positive
0,91,toyota,std,four,sedan,fwd,front,95.7,0.799135031,0.894444444,53,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,34,36,7898,6.911764706,Low,1,0,"the overall car is good in drive the build quality is good yes the suspension is stif and handling of car is a little tricky, the fuel economy is about 19 in city and 18 5 in long with full hard foot the worst thing i feel in that is the responding time in throttle ,, i think it took almost 1.5 seconds in response,",Positive
0,91,toyota,std,four,hatchback,fwd,front,95.7,0.799135031,0.894444444,52.8,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,38,47,7788,6.184210526,Low,1,0,"Exterior: look is very stylish, Alloy Wheels Interior: look is cool fuel Average: in city 16 and 25 in long Build quality: of Toyota is very strong and it have vsc and attractive brakes MY FINAL WORDS: InshaAllah i hope you like it I am from sialkot",Positive
0,91,toyota,std,four,sedan,fwd,front,95.7,0.799135031,0.894444444,53,2094,ohc,four,98,2bbl,3.19,3.03,9,70,4800,38,47,7738,6.184210526,Low,0,1,"If we talk about the exterior of the car, then it's a pretty sleek design when we put it against other competitors in the 660cc line and by far Mira has the best exterior when it comes to that.  As for the interior, it's a pretty spacious car, I'm a 6-foot tall guy and I can easily sit at the bottom and on the passenger seat as well, also the car offers an Eco-Idle function that cuts the engine power on a traffic signal or when you halt the car. The car offers 2 cup holders under the center console, the AC's performance is pretty good and the car comes with an infotainment center prebuilt.  The drive is pretty smooth, bumps aren't felt as much as the other 660cc cars but it's not a 4x4 so you will feel them. Cabin noise is reduced but it's not the best.  The only reason I picked Mira over any other car in my price range is its fuel economy, I get 19km/l and 24km/l in city/long More ",Positive
